sample_id,cluster_label
971,4
972,4
973,4
974,3
975,3
976,4
977,1
978,2
979,2
980,2
981,3
982,3
983,1
984,2
985,2
986,4
987,3
988,2
989,1
990,1
991,2
992,3
993,1
994,4
995,1
996,0
997,0
998,3
999,2
1000,3
1001,3
1002,3
1003,3
1004,4
1005,4
1006,1
1007,0
1008,3
1009,1
1010,0
1011,2
1012,4
1013,0
1014,2
1015,0
1016,4
1017,4
1018,1
1019,3
1020,0
1021,0
1022,2
1023,4
1024,0
1025,4
1026,0
1027,1
1028,3
1029,0
1030,4
1031,1
1032,0
1033,2
1034,3
1035,0
1036,1
1037,2
1038,1
1039,1
1040,2
1041,1
1042,2
1043,0
1044,2
1045,2
1046,3
1047,2
1048,2
1049,0
1050,3
1051,4
1052,0
1053,0
1054,4
1055,2
1056,1
1057,3
1058,1
1059,4
1060,0
1061,0
1062,3
1063,0
1064,0
1065,3
1066,3
1067,4
1068,0
1069,0
1070,4
1071,2
1072,2
1073,2
1074,4
1075,0
1076,4
1077,4
1078,2
1079,1
1080,0
1081,2
1082,1
1083,1
1084,3
1085,0
1086,1
1087,2
1088,3
1089,0
1090,4
1091,2
1092,1
1093,1
1094,2
1095,1
1096,3
1097,0
1098,3
1099,1
1100,4
1101,0
1102,0
1103,2
1104,2
1105,4
1106,0
1107,4
1108,2
1109,2
1110,0
1111,3
1112,1
1113,2
1114,2
1115,3
1116,3
1117,4
1118,4
1119,1
1120,1
1121,0
1122,4
1123,2
1124,4
1125,2
1126,3
1127,4
1128,3
1129,1
1130,1
1131,0
1132,4
1133,3
1134,2
1135,1
1136,1
1137,2
1138,3
1139,3
1140,4
1141,4
1142,0
1143,1
1144,4
1145,3
1146,2
1147,3
1148,1
1149,3
1150,0
1151,1
1152,2
1153,0
1154,1
1155,2
1156,0
1157,0
1158,1
1159,4
1160,0
1161,0
1162,2
1163,3
1164,1
1165,1
1166,4
1167,4
1168,1
1169,4
1170,2
1171,1
1172,4
1173,1
1174,3
1175,0
1176,1
1177,0
1178,4
1179,0
1180,1
1181,3
1182,4
1183,1
1184,4
1185,2
1186,0
1187,2
1188,1
1189,3
1190,4
1191,0
1192,4
1193,1
1194,4
1195,0
1196,1
1197,4
1198,3
1199,1
1200,1
1201,3
1202,2
1203,0
1204,2
1205,4
1206,3
1207,2
1208,1
1209,4
1210,4
1211,2
1212,2
1213,3
1214,0
1215,2
1216,2
1217,1
1218,4
1219,0
1220,1
1221,3
1222,3
1223,2
1224,2
1225,3
1226,2
1227,0
1228,2
1229,4
1230,2
1231,1
1232,0
1233,1
1234,1
1235,4
1236,0
1237,0
1238,0
1239,0
1240,0
1241,4
1242,2
1243,1
1244,0
1245,2
1246,2
1247,1
1248,4
1249,3
1250,3
1251,2
1252,1
1253,3
1254,2
1255,4
1256,3
1257,2
1258,2
1259,0
1260,4
1261,0
1262,1
1263,0
1264,0
1265,3
1266,2
1267,4
1268,0
1269,4
1270,0
1271,1
1272,0
1273,3
1274,2
1275,1
1276,0
1277,4
1278,1
1279,1
1280,0
1281,1
1282,4
1283,1
1284,4
1285,0
1286,2
1287,1
1288,2
1289,4
1290,1
1291,3
1292,2
1293,1
1294,2
1295,1
1296,0
1297,2
1298,3
1299,3
1300,4
1301,1
1302,2
1303,4
1304,2
1305,1
1306,3
1307,0
1308,3
1309,4
1310,0
1311,4
1312,1
1313,0
1314,4
1315,1
1316,3
1317,1
1318,2
1319,1
1320,1
1321,2
1322,4
1323,4
1324,1
1325,2
1326,2
1327,3
1328,4
1329,0
1330,4
1331,4
1332,3
1333,0
1334,3
1335,0
1336,1
1337,0
1338,3
1339,4
1340,0
1341,0
1342,2
1343,4
1344,1
1345,3
1346,1
1347,4
1348,0
1349,0
1350,4
1351,0
1352,0
1353,0
1354,3
1355,3
1356,2
1357,1
1358,4
1359,4
1360,4
1361,2
1362,3
1363,2
1364,4
1365,1
1366,0
1367,3
1368,3
1369,2
1370,3
1371,4
1372,4
1373,2
1374,4
1375,1
1376,2
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,2
1384,4
1385,4
1386,0
1387,0
1388,2
1389,3
1390,1
1391,0
1392,4
1393,2
1394,1
1395,2
1396,1
1397,1
1398,0
1399,2
1400,2
1401,4
1402,4
1403,0
1404,0
1405,3
1406,4
1407,1
1408,2
1409,0
1410,2
1411,2
1412,3
1413,4
1414,0
1415,2
1416,0
1417,1
1418,3
1419,1
1420,0
1421,0
1422,4
1423,2
1424,2
1425,1
1426,3
1427,2
1428,4
1429,1
1430,1
1431,4
1432,3
1433,4
1434,3
1435,4
1436,4
1437,0
1438,1
1439,4
1440,4
1441,2
1442,1
1443,2
1444,1
1445,2
1446,4
1447,4
1448,0
1449,2
1450,3
1451,0
1452,2
1453,2
1454,0
1455,4
1456,2
1457,4
1458,0
1459,4
1460,1
1461,3
1462,2
1463,3
1464,4
1465,2
1466,4
1467,1
1468,0
1469,2
1470,1
1471,1
1472,2
1473,4
1474,1
1475,3
1476,1
1477,4
1478,4
1479,3
1480,1
1481,4
1482,2
1483,0
1484,0
1485,0
1486,1
1487,3
1488,4
1489,2
1490,2
1491,1
1492,0
1493,1
1494,3
1495,3
1496,4
1497,4
1498,3
1499,3
1500,3
1501,1
1502,3
1503,2
1504,0
1505,3
1506,0
1507,1
1508,0
1509,1
1510,2
1511,1
1512,1
1513,4
1514,3
1515,3
1516,2
1517,2
1518,3
1519,4
1520,3
1521,4
1522,2
1523,0
1524,2
1525,2
1526,1
1527,1
1528,1
1529,1
1530,4
1531,3
1532,0
1533,2
1534,4
1535,0
1536,4
1537,4
1538,2
1539,3
1540,1
1541,3
1542,2
1543,2
1544,2
1545,0
1546,3
1547,3
1548,4
1549,4
1550,4
1551,2
1552,3
1553,2
1554,0
1555,4
1556,2
1557,2
1558,0
1559,1
1560,3
1561,1
1562,4
1563,2
1564,0
1565,0
1566,3
1567,1
1568,3
1569,2
1570,3
1571,0
1572,0
1573,4
1574,4
1575,2
1576,1
1577,3
1578,2
1579,4
1580,3
1581,4
1582,3
1583,1
1584,2
1585,3
1586,0
1587,0
1588,3
1589,3
1590,3
1591,0
1592,0
1593,3
1594,4
1595,4
1596,1
1597,2
1598,4
1599,0
1600,4
1601,1
1602,1
1603,2
1604,4
1605,0
1606,0
1607,3
1608,0
1609,2
1610,2
1611,0
1612,0
1613,3
1614,0
1615,3
1616,3
1617,0
1618,1
1619,1
1620,3
1621,0
1622,1
1623,0
1624,0
1625,0
1626,4
1627,0
1628,4
1629,3
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,3
1638,0
1639,2
1640,4
1641,2
1642,2
1643,0
1644,0
1645,0
1646,1
1647,3
1648,1
1649,3
1650,3
1651,2
1652,2
1653,3
1654,3
1655,1
1656,1
1657,2
1658,0
1659,3
1660,1
1661,2
1662,1
1663,3
1664,3
1665,4
1666,0
1667,4
1668,2
1669,1
1670,2
1671,3
1672,4
1673,4
1674,4
1675,2
1676,3
1677,1
1678,1
1679,2
1680,4
1681,0
1682,2
1683,2
1684,3
1685,1
1686,2
1687,2
1688,4
1689,4
1690,0
1691,3
1692,0
1693,4
1694,1
1695,4
1696,3
1697,4
1698,3
1699,3
1700,3
1701,3
1702,3
1703,1
1704,0
1705,2
1706,0
1707,3
1708,1
1709,4
1710,1
1711,3
1712,1
1713,1
1714,3
1715,1
1716,2
1717,2
1718,1
1719,4
1720,3
1721,2
1722,4
1723,1
1724,4
1725,0
1726,2
1727,1
1728,3
1729,1
1730,3
1731,1
1732,4
1733,4
1734,4
1735,0
1736,3
1737,4
1738,0
1739,3
1740,1
1741,0
1742,2
1743,0
1744,0
1745,3
1746,1
1747,2
1748,4
1749,4
1750,0
1751,3
1752,3
1753,4
1754,2
1755,1
1756,2
1757,1
1758,4
1759,1
1760,3
1761,0
1762,0
1763,4
1764,3
1765,2
1766,3
1767,0
1768,0
1769,3
1770,3
1771,0
1772,2
1773,4
1774,4
1775,3
1776,4
1777,0
1778,0
1779,3
1780,3
1781,3
1782,2
1783,4
1784,3
1785,1
1786,1
1787,0
1788,4
1789,3
1790,1
1791,4
1792,0
1793,2
1794,4
1795,4
1796,2
1797,4
1798,0
1799,0
1800,2
1801,3
1802,1
1803,3
1804,4
1805,1
1806,2
1807,2
1808,1
1809,0
1810,1
1811,4
1812,0
1813,2
1814,1
1815,3
1816,3
1817,4
1818,3
1819,1
1820,1
1821,3
1822,1
1823,4
1824,0
1825,4
1826,4
1827,1
1828,0
1829,1
1830,2
1831,1
1832,1
1833,1
1834,0
1835,1
1836,0
1837,3
1838,2
1839,0
1840,3
1841,0
1842,0
1843,2
1844,4
1845,4
1846,0
1847,1
1848,3
1849,1
1850,1
1851,0
1852,0
1853,0
1854,0
1855,4
1856,0
1857,4
1858,4
1859,0
1860,2
1861,3
1862,1
1863,4
1864,3
1865,2
1866,1
1867,1
1868,4
1869,0
1870,2
1871,4
1872,2
1873,0
1874,0
1875,4
1876,0
1877,3
1878,1
1879,4
1880,2
1881,3
1882,4
1883,0
1884,0
1885,0
1886,0
1887,2
1888,3
1889,1
1890,2
1891,2
1892,1
1893,1
1894,0
1895,2
1896,4
1897,1
1898,1
1899,3
1900,4
1901,4
1902,1
1903,0
1904,3
1905,4
1906,1
1907,4
1908,3
1909,3
1910,2
1911,1
1912,3
1913,2
1914,2
1915,4
1916,4
1917,2
1918,4
1919,3
1920,0
1921,3
1922,2
1923,2
1924,3
1925,4
1926,4
1927,2
1928,1
1929,4
1930,3
1931,4
1932,3
1933,2
1934,4
1935,3
1936,2
1937,1
1938,3
1939,1
1940,1
1941,0
1942,4
1943,3
1944,1
1945,0
1946,2
1947,3
1948,1
1949,4
1950,0
1951,1
1952,4
1953,1
1954,3
1955,3
1956,3
1957,0
1958,3
1959,4
1960,1
1961,2
1962,4
1963,4
1964,3
1965,0
1966,1
1967,0
1968,1
1969,1
1970,0
1971,4
1972,1
1973,0
1974,1
1975,2
1976,4
1977,3
1978,1
1979,2
1980,3
1981,3
1982,1
1983,0
1984,1
1985,2
1986,3
1987,1
1988,0
1989,1
1990,4
1991,0
1992,2
1993,3
1994,1
1995,0
1996,4
1997,0
1998,4
1999,2
2000,3
2001,2
2002,1
2003,0
2004,4
2005,4
2006,0
2007,0
2008,1
2009,2
2010,4
2011,1
2012,2
2013,1
2014,4
2015,0
2016,0
2017,2
2018,3
2019,2
2020,3
2021,1
2022,1
2023,4
2024,3
2025,4
2026,0
2027,3
2028,2
2029,0
2030,0
2031,2
2032,0
2033,3
2034,4
2035,0
2036,3
2037,1
2038,3
2039,4
2040,3
2041,2
2042,4
2043,1
2044,2
2045,3
2046,4
2047,1
2048,2
2049,1
2050,3
2051,1
2052,0
2053,2
2054,1
2055,3
2056,3
2057,1
2058,3
2059,4
2060,4
2061,4
2062,0
2063,1
2064,0
2065,3
2066,0
2067,3
2068,3
2069,2
2070,4
2071,3
2072,2
2073,4
2074,3
2075,3
2076,0
2077,0
2078,4
2079,3
2080,1
2081,0
2082,4
2083,3
2084,3
2085,1
2086,4
2087,3
2088,0
2089,1
2090,4
2091,1
2092,0
2093,4
2094,1
2095,2
2096,0
2097,0
2098,0
2099,2
2100,2
2101,3
2102,1
2103,3
2104,1
2105,2
2106,2
2107,3
2108,4
2109,3
2110,1
2111,3
2112,0
2113,1
2114,1
2115,4
2116,2
2117,1
2118,2
2119,3
2120,0
2121,4
2122,2
2123,1
2124,2
2125,1
2126,2
2127,1
2128,3
2129,1
2130,1
2131,0
2132,1
2133,0
2134,4
2135,0
2136,3
2137,0
2138,4
2139,3
2140,2
2141,2
2142,0
2143,0
2144,4
2145,4
2146,1
2147,4
2148,1
2149,3
2150,0
2151,3
2152,4
2153,3
2154,3
2155,3
2156,4
2157,3
2158,1
2159,4
2160,3
2161,4
2162,2
2163,1
2164,3
2165,2
2166,2
2167,4
2168,2
2169,1
2170,1
2171,0
2172,1
2173,2
2174,1
2175,4
2176,0
2177,2
2178,0
2179,2
2180,4
2181,0
2182,3
2183,2
2184,3
2185,0
2186,3
2187,3
2188,0
2189,4
2190,3
2191,3
2192,4
2193,3
2194,3
2195,3
2196,1
2197,4
2198,3
2199,4
2200,2
2201,2
2202,3
2203,4
2204,4
2205,4
2206,1
2207,2
2208,4
2209,4
2210,1
2211,1
2212,4
2213,0
2214,4
2215,4
2216,1
2217,1
2218,4
2219,4
2220,4
2221,1
2222,4
2223,4
2224,3
2225,0
2226,2
2227,0
2228,3
2229,2
2230,4
2231,3
2232,4
2233,1
2234,3
2235,1
2236,3
2237,3
2238,1
2239,2
2240,0
2241,4
2242,3
2243,4
2244,1
2245,4
2246,1
2247,4
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,1
2255,3
2256,4
2257,0
2258,1
2259,1
2260,1
2261,3
2262,4
2263,3
2264,2
2265,1
2266,2
2267,0
2268,0
2269,3
2270,4
2271,2
2272,4
2273,3
2274,0
2275,4
2276,4
2277,0
2278,2
2279,0
2280,4
2281,2
2282,2
2283,0
2284,4
2285,3
2286,4
2287,1
2288,3
2289,2
2290,3
2291,2
2292,2
2293,3
2294,2
2295,2
2296,1
2297,4
2298,4
2299,1
2300,3
2301,0
2302,0
2303,0
2304,1
2305,1
2306,2
2307,0
2308,3
2309,3
2310,0
2311,0
2312,0
2313,1
2314,1
2315,1
2316,4
2317,3
2318,3
2319,2
2320,1
2321,4
2322,4
2323,3
2324,1
2325,2
2326,1
2327,0
2328,1
2329,0
2330,0
2331,2
2332,3
2333,1
2334,0
2335,1
2336,3
2337,3
2338,4
2339,3
2340,2
2341,0
2342,4
2343,2
2344,1
2345,0
2346,3
2347,0
2348,1
2349,4
2350,4
2351,4
2352,3
2353,2
2354,2
2355,0
2356,3
2357,4
2358,4
2359,1
2360,1
2361,4
2362,4
2363,3
2364,2
2365,1
2366,2
2367,3
2368,4
2369,2
2370,4
2371,4
2372,0
2373,2
2374,2
2375,4
2376,3
2377,0
2378,4
2379,1
2380,1
2381,0
2382,3
2383,4
2384,2
2385,0
2386,3
2387,2
2388,1
2389,1
2390,2
2391,0
2392,1
2393,4
2394,2
2395,2
2396,1
2397,0
2398,4
2399,0
2400,3
2401,3
2402,1
2403,1
2404,1
2405,3
2406,0
2407,0
2408,1
2409,4
2410,0
2411,3
2412,2
2413,2
2414,2
2415,4
2416,1
2417,3
2418,4
2419,3
2420,3
2421,1
2422,2
2423,1
2424,4
2425,4
2426,4
2427,1
2428,3
2429,3
2430,0
2431,4
2432,3
2433,0
2434,3
2435,4
2436,2
2437,4
2438,1
2439,3
2440,3
2441,1
2442,1
2443,2
2444,3
2445,3
2446,2
2447,0
2448,2
2449,4
2450,3
2451,1
2452,4
2453,3
2454,2
2455,4
2456,3
2457,0
2458,0
2459,1
2460,3
2461,0
2462,2
2463,3
2464,2
2465,2
2466,0
2467,3
2468,4
2469,0
2470,0
2471,3
2472,3
2473,2
2474,3
2475,2
2476,0
2477,1
2478,4
2479,0
2480,3
2481,4
2482,1
2483,1
2484,2
2485,4
2486,2
2487,0
2488,4
2489,0
2490,2
2491,4
2492,2
2493,4
2494,2
2495,1
2496,2
2497,1
2498,2
2499,4
2500,4
2501,4
2502,3
2503,0
2504,4
2505,1
2506,4
2507,3
2508,1
2509,3
2510,1
2511,2
2512,0
2513,0
2514,3
2515,0
2516,3
2517,3
2518,3
2519,0
2520,3
2521,0
2522,3
2523,4
2524,3
2525,1
2526,3
2527,2
2528,3
2529,1
2530,1
2531,0
2532,4
2533,3
2534,0
2535,4
2536,3
2537,2
2538,3
2539,1
2540,1
2541,2
2542,0
2543,4
2544,3
2545,1
2546,0
2547,2
2548,1
2549,2
2550,3
2551,4
2552,1
2553,1
2554,3
2555,0
2556,4
2557,1
2558,4
2559,1
2560,4
2561,2
2562,1
2563,4
2564,0
2565,2
2566,2
2567,0
2568,4
2569,3
2570,0
2571,4
2572,0
2573,0
2574,1
2575,4
2576,3
2577,1
2578,0
2579,0
2580,0
2581,4
2582,4
2583,1
2584,3
2585,1
2586,2
2587,0
2588,0
2589,0
2590,1
2591,1
2592,0
2593,1
2594,4
2595,4
2596,1
2597,0
2598,1
2599,1
2600,1
2601,2
2602,4
2603,3
2604,3
2605,2
2606,1
2607,2
2608,2
2609,0
2610,4
2611,3
2612,1
2613,3
2614,3
2615,4
2616,3
2617,3
2618,2
2619,4
2620,0
2621,1
2622,3
2623,1
2624,0
2625,1
2626,0
2627,2
2628,3
2629,0
2630,1
2631,3
2632,2
2633,3
2634,0
2635,2
2636,1
2637,2
2638,2
2639,4
2640,2
2641,2
2642,3
2643,1
2644,3
2645,3
2646,0
2647,3
2648,4
2649,4
2650,0
2651,1
2652,1
2653,3
2654,3
2655,3
2656,1
2657,2
2658,4
2659,2
2660,2
2661,1
2662,2
2663,0
2664,3
2665,0
2666,4
2667,3
2668,2
2669,4
2670,3
2671,2
2672,0
2673,3
2674,2
2675,0
2676,4
2677,4
2678,4
2679,4
2680,1
2681,3
2682,3
2683,1
2684,2
2685,2
2686,4
2687,0
2688,2
2689,0
2690,3
2691,0
2692,3
2693,1
2694,1
2695,4
2696,2
2697,4
2698,3
2699,4
2700,0
2701,3
2702,1
2703,2
2704,3
2705,3
2706,0
2707,2
2708,1
2709,3
2710,3
2711,0
2712,4
2713,1
2714,2
2715,3
2716,3
2717,1
2718,4
2719,3
2720,1
2721,0
2722,4
2723,2
2724,3
2725,1
2726,0
2727,2
2728,1
2729,1
2730,2
2731,0
2732,0
2733,4
2734,3
2735,2
2736,2
2737,2
2738,0
2739,3
2740,4
2741,1
2742,1
2743,2
2744,3
2745,0
2746,3
2747,3
2748,0
2749,2
2750,3
2751,1
2752,0
2753,4
2754,2
2755,0
2756,4
2757,4
2758,3
2759,3
2760,3
2761,0
2762,0
2763,2
2764,3
2765,4
2766,1
2767,2
2768,0
2769,2
2770,2
2771,2
2772,2
2773,1
2774,3
2775,4
2776,2
2777,2
2778,2
2779,3
2780,0
2781,0
2782,1
2783,0
2784,2
2785,2
2786,2
2787,1
2788,2
2789,0
2790,3
2791,3
2792,4
2793,0
2794,2
2795,3
2796,0
2797,3
2798,2
2799,3
2800,4
2801,4
2802,3
2803,0
2804,0
2805,0
2806,3
2807,0
2808,2
2809,4
2810,2
2811,0
2812,2
2813,0
2814,3
2815,2
2816,3
2817,3
2818,1
2819,0
2820,4
2821,0
2822,4
2823,0
2824,3
2825,2
2826,2
2827,1
2828,4
2829,4
2830,4
2831,3
2832,4
2833,2
2834,3
2835,0
2836,4
2837,4
2838,0
2839,4
2840,0
2841,3
2842,2
2843,0
2844,1
2845,0
2846,4
2847,3
2848,3
2849,0
2850,2
2851,1
2852,3
2853,4
2854,4
2855,2
2856,3
2857,0
2858,4
2859,2
2860,3
2861,3
2862,3
2863,3
2864,3
2865,4
2866,2
2867,3
2868,1
2869,1
2870,2
2871,0
2872,0
2873,0
2874,1
2875,0
2876,4
2877,3
2878,1
2879,2
2880,2
2881,3
2882,1
2883,0
2884,0
2885,4
2886,4
2887,0
2888,2
2889,2
2890,4
2891,3
2892,0
2893,4
2894,4
2895,0
2896,0
2897,2
2898,3
2899,3
2900,0
2901,1
2902,4
2903,4
2904,0
2905,1
2906,2
2907,0
2908,0
2909,4
2910,0
2911,0
2912,0
2913,4
2914,2
2915,2
2916,0
2917,4
2918,2
2919,2
2920,2
2921,4
2922,4
2923,0
2924,3
2925,2
2926,3
2927,4
2928,4
2929,4
2930,3
2931,4
2932,0
2933,4
2934,1
2935,3
2936,1
2937,4
2938,0
2939,2
2940,4
2941,0
2942,3
2943,1
2944,1
2945,1
2946,3
2947,0
2948,3
2949,1
2950,4
2951,2
2952,3
2953,3
2954,0
2955,0
2956,3
2957,1
2958,2
2959,0
2960,1
2961,4
2962,0
2963,1
2964,1
2965,2
2966,2
2967,4
2968,1
2969,1
2970,2
2971,0
2972,0
2973,3
2974,2
2975,3
2976,2
2977,4
2978,1
2979,4
2980,2
2981,1
2982,0
2983,0
2984,3
2985,2
2986,2
2987,0
2988,4
2989,1
2990,4
2991,4
2992,0
2993,0
2994,0
